echo 0000 | nc 10.212.175.197 8000
echo 6329 | nc 10.212.175.197 8000
echo 6330 | nc 10.212.175.197 8000
echo 6331 | nc 10.212.175.197 8000
echo 6332 | nc 10.212.175.197 8000
echo 6333 | nc 10.212.175.197 8000
echo 6334 | nc 10.212.175.197 8000
echo 6335 | nc 10.212.175.197 8000
echo 6336 | nc 10.212.175.197 8000
echo 6337 | nc 10.212.175.197 8000
echo 6338 | nc 10.212.175.197 8000
echo 6339 | nc 10.212.175.197 8000
echo 6340 | nc 10.212.175.197 8000
echo 6341 | nc 10.212.175.197 8000
echo 6342 | nc 10.212.175.197 8000
echo 6343 | nc 10.212.175.197 8000
echo 6344 | nc 10.212.175.197 8000
echo 6345 | nc 10.212.175.197 8000
echo 6346 | nc 10.212.175.197 8000
echo 6347 | nc 10.212.175.197 8000
echo 6348 | nc 10.212.175.197 8000
echo 6349 | nc 10.212.175.197 8000
echo 6350 | nc 10.212.175.197 8000
echo 6351 | nc 10.212.175.197 8000
echo 6352 | nc 10.212.175.197 8000
echo 6353 | nc 10.212.175.197 8000
echo 6354 | nc 10.212.175.197 8000
echo 6355 | nc 10.212.175.197 8000
echo 6356 | nc 10.212.175.197 8000
echo 6357 | nc 10.212.175.197 8000
echo 6358 | nc 10.212.175.197 8000
echo 6359 | nc 10.212.175.197 8000
echo 6360 | nc 10.212.175.197 8000
echo 6361 | nc 10.212.175.197 8000
echo 6362 | nc 10.212.175.197 8000
echo 6363 | nc 10.212.175.197 8000
echo 6364 | nc 10.212.175.197 8000
echo 6365 | nc 10.212.175.197 8000
echo 6366 | nc 10.212.175.197 8000
echo 6367 | nc 10.212.175.197 8000
echo 6368 | nc 10.212.175.197 8000
echo 6369 | nc 10.212.175.197 8000
echo 6370 | nc 10.212.175.197 8000
echo 6371 | nc 10.212.175.197 8000
echo 6372 | nc 10.212.175.197 8000
echo 6373 | nc 10.212.175.197 8000
echo 6374 | nc 10.212.175.197 8000
echo 6375 | nc 10.212.175.197 8000
echo 6376 | nc 10.212.175.197 8000
echo 6377 | nc 10.212.175.197 8000
echo 6378 | nc 10.212.175.197 8000
echo 6379 | nc 10.212.175.197 8000
echo 6380 | nc 10.212.175.197 8000
echo 6381 | nc 10.212.175.197 8000
echo 6382 | nc 10.212.175.197 8000
echo 6383 | nc 10.212.175.197 8000
echo 6384 | nc 10.212.175.197 8000
echo 6385 | nc 10.212.175.197 8000
echo 6386 | nc 10.212.175.197 8000
echo 6387 | nc 10.212.175.197 8000
echo 6388 | nc 10.212.175.197 8000
echo 6389 | nc 10.212.175.197 8000
echo 6390 | nc 10.212.175.197 8000
echo 6391 | nc 10.212.175.197 8000
echo 6392 | nc 10.212.175.197 8000
echo 6393 | nc 10.212.175.197 8000
echo 6394 | nc 10.212.175.197 8000
echo 6395 | nc 10.212.175.197 8000
echo 6396 | nc 10.212.175.197 8000
echo 6397 | nc 10.212.175.197 8000
echo 6398 | nc 10.212.175.197 8000
echo 6399 | nc 10.212.175.197 8000
echo 6400 | nc 10.212.175.197 8000
echo 6401 | nc 10.212.175.197 8000
echo 6402 | nc 10.212.175.197 8000
echo 6403 | nc 10.212.175.197 8000
echo 6404 | nc 10.212.175.197 8000
echo 6405 | nc 10.212.175.197 8000
echo 6406 | nc 10.212.175.197 8000
echo 6407 | nc 10.212.175.197 8000
echo 6408 | nc 10.212.175.197 8000
echo 6409 | nc 10.212.175.197 8000
echo 6410 | nc 10.212.175.197 8000
echo 6411 | nc 10.212.175.197 8000
echo 6412 | nc 10.212.175.197 8000
echo 6413 | nc 10.212.175.197 8000
echo 6414 | nc 10.212.175.197 8000
echo 6415 | nc 10.212.175.197 8000
echo 6416 | nc 10.212.175.197 8000
echo 6417 | nc 10.212.175.197 8000
echo 6418 | nc 10.212.175.197 8000
echo 6419 | nc 10.212.175.197 8000
echo 6420 | nc 10.212.175.197 8000
echo 6421 | nc 10.212.175.197 8000
echo 6422 | nc 10.212.175.197 8000
echo 6423 | nc 10.212.175.197 8000
echo 6424 | nc 10.212.175.197 8000
echo 6425 | nc 10.212.175.197 8000
echo 6426 | nc 10.212.175.197 8000
echo 6427 | nc 10.212.175.197 8000
echo 6428 | nc 10.212.175.197 8000
echo 6429 | nc 10.212.175.197 8000
echo 6430 | nc 10.212.175.197 8000
echo 6431 | nc 10.212.175.197 8000
echo 6432 | nc 10.212.175.197 8000
echo 6433 | nc 10.212.175.197 8000
echo 6434 | nc 10.212.175.197 8000
echo 6435 | nc 10.212.175.197 8000
echo 6436 | nc 10.212.175.197 8000
echo 6437 | nc 10.212.175.197 8000
echo 6438 | nc 10.212.175.197 8000
echo 6439 | nc 10.212.175.197 8000
echo 6440 | nc 10.212.175.197 8000
echo 6441 | nc 10.212.175.197 8000
echo 6442 | nc 10.212.175.197 8000
echo 6443 | nc 10.212.175.197 8000
echo 6444 | nc 10.212.175.197 8000
echo 6445 | nc 10.212.175.197 8000
echo 6446 | nc 10.212.175.197 8000
echo 6447 | nc 10.212.175.197 8000
echo 6448 | nc 10.212.175.197 8000
echo 6449 | nc 10.212.175.197 8000
echo 6450 | nc 10.212.175.197 8000
echo 6451 | nc 10.212.175.197 8000
echo 6452 | nc 10.212.175.197 8000
echo 6453 | nc 10.212.175.197 8000
echo 6454 | nc 10.212.175.197 8000
echo 6455 | nc 10.212.175.197 8000
echo 6456 | nc 10.212.175.197 8000
echo 6457 | nc 10.212.175.197 8000
echo 6458 | nc 10.212.175.197 8000
echo 6459 | nc 10.212.175.197 8000
echo 6460 | nc 10.212.175.197 8000
echo 6461 | nc 10.212.175.197 8000
echo 6462 | nc 10.212.175.197 8000
echo 6463 | nc 10.212.175.197 8000
echo 6464 | nc 10.212.175.197 8000
echo 6465 | nc 10.212.175.197 8000
echo 6466 | nc 10.212.175.197 8000
echo 6467 | nc 10.212.175.197 8000
echo 6468 | nc 10.212.175.197 8000
echo 6469 | nc 10.212.175.197 8000
echo 6470 | nc 10.212.175.197 8000
echo 6471 | nc 10.212.175.197 8000
echo 6472 | nc 10.212.175.197 8000
echo 6473 | nc 10.212.175.197 8000
echo 6474 | nc 10.212.175.197 8000
echo 6475 | nc 10.212.175.197 8000
echo 6476 | nc 10.212.175.197 8000
echo 6477 | nc 10.212.175.197 8000
echo 6478 | nc 10.212.175.197 8000
echo 6479 | nc 10.212.175.197 8000
echo 6480 | nc 10.212.175.197 8000
echo 6481 | nc 10.212.175.197 8000
echo 6482 | nc 10.212.175.197 8000
echo 6483 | nc 10.212.175.197 8000
echo 6484 | nc 10.212.175.197 8000
echo 6485 | nc 10.212.175.197 8000
echo 6486 | nc 10.212.175.197 8000
echo 6487 | nc 10.212.175.197 8000
echo 6488 | nc 10.212.175.197 8000
echo 6489 | nc 10.212.175.197 8000
echo 6490 | nc 10.212.175.197 8000
echo 6491 | nc 10.212.175.197 8000
echo 6492 | nc 10.212.175.197 8000
echo 6493 | nc 10.212.175.197 8000
echo 6494 | nc 10.212.175.197 8000
echo 6495 | nc 10.212.175.197 8000
echo 6496 | nc 10.212.175.197 8000
echo 6497 | nc 10.212.175.197 8000
echo 6498 | nc 10.212.175.197 8000
echo 6499 | nc 10.212.175.197 8000
echo 6500 | nc 10.212.175.197 8000
echo 6501 | nc 10.212.175.197 8000
echo 6502 | nc 10.212.175.197 8000
echo 6503 | nc 10.212.175.197 8000
echo 6504 | nc 10.212.175.197 8000
echo 6505 | nc 10.212.175.197 8000
echo 6506 | nc 10.212.175.197 8000
echo 6507 | nc 10.212.175.197 8000
echo 6508 | nc 10.212.175.197 8000
echo 6509 | nc 10.212.175.197 8000
echo 6510 | nc 10.212.175.197 8000
echo 6511 | nc 10.212.175.197 8000
echo 6512 | nc 10.212.175.197 8000
echo 6513 | nc 10.212.175.197 8000
echo 6514 | nc 10.212.175.197 8000
echo 6515 | nc 10.212.175.197 8000
echo 6516 | nc 10.212.175.197 8000
echo 6517 | nc 10.212.175.197 8000
echo 6518 | nc 10.212.175.197 8000
echo 6519 | nc 10.212.175.197 8000
echo 6520 | nc 10.212.175.197 8000
echo 6521 | nc 10.212.175.197 8000
echo 6522 | nc 10.212.175.197 8000
echo 6523 | nc 10.212.175.197 8000
echo 6524 | nc 10.212.175.197 8000
echo 6525 | nc 10.212.175.197 8000
echo 6526 | nc 10.212.175.197 8000
echo 6527 | nc 10.212.175.197 8000
echo 6528 | nc 10.212.175.197 8000
echo 6529 | nc 10.212.175.197 8000
echo 6530 | nc 10.212.175.197 8000
echo 6531 | nc 10.212.175.197 8000
echo 6532 | nc 10.212.175.197 8000
echo 6533 | nc 10.212.175.197 8000
echo 6534 | nc 10.212.175.197 8000
echo 6535 | nc 10.212.175.197 8000
echo 6536 | nc 10.212.175.197 8000
echo 6537 | nc 10.212.175.197 8000
echo 6538 | nc 10.212.175.197 8000
echo 6539 | nc 10.212.175.197 8000
echo 6540 | nc 10.212.175.197 8000
echo 6541 | nc 10.212.175.197 8000
echo 6542 | nc 10.212.175.197 8000
echo 6543 | nc 10.212.175.197 8000
echo 6544 | nc 10.212.175.197 8000
echo 6545 | nc 10.212.175.197 8000
echo 6546 | nc 10.212.175.197 8000
echo 6547 | nc 10.212.175.197 8000
echo 6548 | nc 10.212.175.197 8000
echo 6549 | nc 10.212.175.197 8000
echo 6550 | nc 10.212.175.197 8000
echo 6551 | nc 10.212.175.197 8000
echo 6552 | nc 10.212.175.197 8000
echo 6553 | nc 10.212.175.197 8000
echo 6554 | nc 10.212.175.197 8000
echo 6555 | nc 10.212.175.197 8000
echo 6556 | nc 10.212.175.197 8000
echo 6557 | nc 10.212.175.197 8000
echo 6558 | nc 10.212.175.197 8000
echo 6559 | nc 10.212.175.197 8000
echo 6560 | nc 10.212.175.197 8000
echo 6561 | nc 10.212.175.197 8000
echo 6562 | nc 10.212.175.197 8000
echo 6563 | nc 10.212.175.197 8000
echo 6564 | nc 10.212.175.197 8000
echo 6565 | nc 10.212.175.197 8000
echo 6566 | nc 10.212.175.197 8000
echo 6567 | nc 10.212.175.197 8000
echo 6568 | nc 10.212.175.197 8000
echo 6569 | nc 10.212.175.197 8000
echo 6570 | nc 10.212.175.197 8000
echo 6571 | nc 10.212.175.197 8000
echo 6572 | nc 10.212.175.197 8000
echo 6573 | nc 10.212.175.197 8000
echo 6574 | nc 10.212.175.197 8000
echo 6575 | nc 10.212.175.197 8000
echo 6576 | nc 10.212.175.197 8000
echo 6577 | nc 10.212.175.197 8000
echo 6578 | nc 10.212.175.197 8000
echo 6579 | nc 10.212.175.197 8000
echo 6580 | nc 10.212.175.197 8000
echo 6581 | nc 10.212.175.197 8000
echo 6582 | nc 10.212.175.197 8000
echo 6583 | nc 10.212.175.197 8000
echo 6584 | nc 10.212.175.197 8000
echo 6585 | nc 10.212.175.197 8000
echo 6586 | nc 10.212.175.197 8000
echo 6587 | nc 10.212.175.197 8000
echo 6588 | nc 10.212.175.197 8000
echo 6589 | nc 10.212.175.197 8000
echo 6590 | nc 10.212.175.197 8000
echo 6591 | nc 10.212.175.197 8000
echo 6592 | nc 10.212.175.197 8000
echo 6593 | nc 10.212.175.197 8000
echo 6594 | nc 10.212.175.197 8000
echo 6595 | nc 10.212.175.197 8000
echo 6596 | nc 10.212.175.197 8000
echo 6597 | nc 10.212.175.197 8000
echo 6598 | nc 10.212.175.197 8000
echo 6599 | nc 10.212.175.197 8000
echo 6600 | nc 10.212.175.197 8000
echo 6601 | nc 10.212.175.197 8000
echo 6602 | nc 10.212.175.197 8000
echo 6603 | nc 10.212.175.197 8000
echo 6604 | nc 10.212.175.197 8000
echo 6605 | nc 10.212.175.197 8000
echo 6606 | nc 10.212.175.197 8000
echo 6607 | nc 10.212.175.197 8000
echo 6608 | nc 10.212.175.197 8000
echo 6609 | nc 10.212.175.197 8000
echo 6610 | nc 10.212.175.197 8000
echo 6611 | nc 10.212.175.197 8000
echo 6612 | nc 10.212.175.197 8000
echo 6613 | nc 10.212.175.197 8000
echo 6614 | nc 10.212.175.197 8000
echo 6615 | nc 10.212.175.197 8000
echo 6616 | nc 10.212.175.197 8000
echo 6617 | nc 10.212.175.197 8000
echo 6618 | nc 10.212.175.197 8000
echo 6619 | nc 10.212.175.197 8000
echo 6620 | nc 10.212.175.197 8000
echo 6621 | nc 10.212.175.197 8000
echo 6622 | nc 10.212.175.197 8000
echo 6623 | nc 10.212.175.197 8000
echo 6624 | nc 10.212.175.197 8000
echo 6625 | nc 10.212.175.197 8000
echo 6626 | nc 10.212.175.197 8000
echo 6627 | nc 10.212.175.197 8000
echo 6628 | nc 10.212.175.197 8000
echo 6629 | nc 10.212.175.197 8000
echo 6630 | nc 10.212.175.197 8000
echo 6631 | nc 10.212.175.197 8000
echo 6632 | nc 10.212.175.197 8000
echo 6633 | nc 10.212.175.197 8000
echo 6634 | nc 10.212.175.197 8000
echo 6635 | nc 10.212.175.197 8000
echo 6636 | nc 10.212.175.197 8000
echo 6637 | nc 10.212.175.197 8000
echo 6638 | nc 10.212.175.197 8000
echo 6639 | nc 10.212.175.197 8000
echo 6640 | nc 10.212.175.197 8000
echo 6641 | nc 10.212.175.197 8000
echo 6642 | nc 10.212.175.197 8000
echo 6643 | nc 10.212.175.197 8000
echo 6644 | nc 10.212.175.197 8000
echo 6645 | nc 10.212.175.197 8000
echo 6646 | nc 10.212.175.197 8000
echo 6647 | nc 10.212.175.197 8000
echo 6648 | nc 10.212.175.197 8000
echo 6649 | nc 10.212.175.197 8000
echo 6650 | nc 10.212.175.197 8000
echo 6651 | nc 10.212.175.197 8000
echo 6652 | nc 10.212.175.197 8000
echo 6653 | nc 10.212.175.197 8000
echo 6654 | nc 10.212.175.197 8000
echo 6655 | nc 10.212.175.197 8000
echo 6656 | nc 10.212.175.197 8000
echo 6657 | nc 10.212.175.197 8000
echo 6658 | nc 10.212.175.197 8000
echo 6659 | nc 10.212.175.197 8000
echo 6660 | nc 10.212.175.197 8000
echo 6661 | nc 10.212.175.197 8000
echo 6662 | nc 10.212.175.197 8000
echo 6663 | nc 10.212.175.197 8000
echo 6664 | nc 10.212.175.197 8000
echo 6665 | nc 10.212.175.197 8000
echo 6666 | nc 10.212.175.197 8000
echo 6667 | nc 10.212.175.197 8000
echo 6668 | nc 10.212.175.197 8000
echo 6669 | nc 10.212.175.197 8000
echo 6670 | nc 10.212.175.197 8000
echo 6671 | nc 10.212.175.197 8000
echo 6672 | nc 10.212.175.197 8000
echo 6673 | nc 10.212.175.197 8000
echo 6674 | nc 10.212.175.197 8000
echo 6675 | nc 10.212.175.197 8000
echo 6676 | nc 10.212.175.197 8000
echo 6677 | nc 10.212.175.197 8000
echo 6678 | nc 10.212.175.197 8000
echo 6679 | nc 10.212.175.197 8000
echo 6680 | nc 10.212.175.197 8000
echo 6681 | nc 10.212.175.197 8000
echo 6682 | nc 10.212.175.197 8000
echo 6683 | nc 10.212.175.197 8000
echo 6684 | nc 10.212.175.197 8000
echo 6685 | nc 10.212.175.197 8000
echo 6686 | nc 10.212.175.197 8000
echo 6687 | nc 10.212.175.197 8000
echo 6688 | nc 10.212.175.197 8000
echo 6689 | nc 10.212.175.197 8000
echo 6690 | nc 10.212.175.197 8000
echo 6691 | nc 10.212.175.197 8000
echo 6692 | nc 10.212.175.197 8000
echo 6693 | nc 10.212.175.197 8000
echo 6694 | nc 10.212.175.197 8000
echo 6695 | nc 10.212.175.197 8000
echo 6696 | nc 10.212.175.197 8000
echo 6697 | nc 10.212.175.197 8000
echo 6698 | nc 10.212.175.197 8000
echo 6699 | nc 10.212.175.197 8000
echo 6700 | nc 10.212.175.197 8000
echo 6701 | nc 10.212.175.197 8000
echo 6702 | nc 10.212.175.197 8000
echo 6703 | nc 10.212.175.197 8000
echo 6704 | nc 10.212.175.197 8000
echo 6705 | nc 10.212.175.197 8000
echo 6706 | nc 10.212.175.197 8000
echo 6707 | nc 10.212.175.197 8000
echo 6708 | nc 10.212.175.197 8000
echo 6709 | nc 10.212.175.197 8000
echo 6710 | nc 10.212.175.197 8000
echo 6711 | nc 10.212.175.197 8000
echo 6712 | nc 10.212.175.197 8000
echo 6713 | nc 10.212.175.197 8000
echo 6714 | nc 10.212.175.197 8000
echo 6715 | nc 10.212.175.197 8000
echo 6716 | nc 10.212.175.197 8000
echo 6717 | nc 10.212.175.197 8000
echo 6718 | nc 10.212.175.197 8000
echo 6719 | nc 10.212.175.197 8000
echo 6720 | nc 10.212.175.197 8000
echo 6721 | nc 10.212.175.197 8000
echo 6722 | nc 10.212.175.197 8000
echo 6723 | nc 10.212.175.197 8000
echo 6724 | nc 10.212.175.197 8000
echo 6725 | nc 10.212.175.197 8000
echo 6726 | nc 10.212.175.197 8000
echo 6727 | nc 10.212.175.197 8000
echo 6728 | nc 10.212.175.197 8000
echo 6729 | nc 10.212.175.197 8000
echo 6730 | nc 10.212.175.197 8000
echo 6731 | nc 10.212.175.197 8000
echo 6732 | nc 10.212.175.197 8000
echo 6733 | nc 10.212.175.197 8000
echo 6734 | nc 10.212.175.197 8000
echo 6735 | nc 10.212.175.197 8000
echo 6736 | nc 10.212.175.197 8000
echo 6737 | nc 10.212.175.197 8000
echo 6738 | nc 10.212.175.197 8000
echo 6739 | nc 10.212.175.197 8000
echo 6740 | nc 10.212.175.197 8000
echo 6741 | nc 10.212.175.197 8000
echo 6742 | nc 10.212.175.197 8000
echo 6743 | nc 10.212.175.197 8000
echo 6744 | nc 10.212.175.197 8000
echo 6745 | nc 10.212.175.197 8000
echo 6746 | nc 10.212.175.197 8000
echo 6747 | nc 10.212.175.197 8000
echo 6748 | nc 10.212.175.197 8000
echo 6749 | nc 10.212.175.197 8000
echo 6750 | nc 10.212.175.197 8000
echo 6751 | nc 10.212.175.197 8000
echo 6752 | nc 10.212.175.197 8000
echo 6753 | nc 10.212.175.197 8000
echo 6754 | nc 10.212.175.197 8000
echo 6755 | nc 10.212.175.197 8000
echo 6756 | nc 10.212.175.197 8000
echo 6757 | nc 10.212.175.197 8000
echo 6758 | nc 10.212.175.197 8000
echo 6759 | nc 10.212.175.197 8000
echo 6760 | nc 10.212.175.197 8000
echo 6761 | nc 10.212.175.197 8000
echo 6762 | nc 10.212.175.197 8000
echo 6763 | nc 10.212.175.197 8000
echo 6764 | nc 10.212.175.197 8000
echo 6765 | nc 10.212.175.197 8000
echo 6766 | nc 10.212.175.197 8000
echo 6767 | nc 10.212.175.197 8000
echo 6768 | nc 10.212.175.197 8000
echo 6769 | nc 10.212.175.197 8000
echo 6770 | nc 10.212.175.197 8000
echo 6771 | nc 10.212.175.197 8000
echo 6772 | nc 10.212.175.197 8000
echo 6773 | nc 10.212.175.197 8000
echo 6774 | nc 10.212.175.197 8000
echo 6775 | nc 10.212.175.197 8000
echo 6776 | nc 10.212.175.197 8000
echo 6777 | nc 10.212.175.197 8000
echo 6778 | nc 10.212.175.197 8000
echo 6779 | nc 10.212.175.197 8000
echo 6780 | nc 10.212.175.197 8000
echo 6781 | nc 10.212.175.197 8000
echo 6782 | nc 10.212.175.197 8000
echo 6783 | nc 10.212.175.197 8000
echo 6784 | nc 10.212.175.197 8000
echo 6785 | nc 10.212.175.197 8000
echo 6786 | nc 10.212.175.197 8000
echo 6787 | nc 10.212.175.197 8000
echo 6788 | nc 10.212.175.197 8000
echo 6789 | nc 10.212.175.197 8000
echo 6790 | nc 10.212.175.197 8000
echo 6791 | nc 10.212.175.197 8000
echo 6792 | nc 10.212.175.197 8000
echo 6793 | nc 10.212.175.197 8000
echo 6794 | nc 10.212.175.197 8000
echo 6795 | nc 10.212.175.197 8000
echo 6796 | nc 10.212.175.197 8000
echo 6797 | nc 10.212.175.197 8000
echo 6798 | nc 10.212.175.197 8000
echo 6799 | nc 10.212.175.197 8000
echo 6800 | nc 10.212.175.197 8000
echo 6801 | nc 10.212.175.197 8000
echo 6802 | nc 10.212.175.197 8000
echo 6803 | nc 10.212.175.197 8000
echo 6804 | nc 10.212.175.197 8000
echo 6805 | nc 10.212.175.197 8000
echo 6806 | nc 10.212.175.197 8000
echo 6807 | nc 10.212.175.197 8000
echo 6808 | nc 10.212.175.197 8000
echo 6809 | nc 10.212.175.197 8000
echo 6810 | nc 10.212.175.197 8000
echo 6811 | nc 10.212.175.197 8000
echo 6812 | nc 10.212.175.197 8000
echo 6813 | nc 10.212.175.197 8000
echo 6814 | nc 10.212.175.197 8000
echo 6815 | nc 10.212.175.197 8000
echo 6816 | nc 10.212.175.197 8000
echo 6817 | nc 10.212.175.197 8000
echo 6818 | nc 10.212.175.197 8000
echo 6819 | nc 10.212.175.197 8000
echo 6820 | nc 10.212.175.197 8000
echo 6821 | nc 10.212.175.197 8000
echo 6822 | nc 10.212.175.197 8000
echo 6823 | nc 10.212.175.197 8000
echo 6824 | nc 10.212.175.197 8000
echo 6825 | nc 10.212.175.197 8000
echo 6826 | nc 10.212.175.197 8000
echo 6827 | nc 10.212.175.197 8000
echo 6828 | nc 10.212.175.197 8000
echo 6829 | nc 10.212.175.197 8000
echo 6830 | nc 10.212.175.197 8000
echo 6831 | nc 10.212.175.197 8000
echo 6832 | nc 10.212.175.197 8000
echo 6833 | nc 10.212.175.197 8000
echo 6834 | nc 10.212.175.197 8000
echo 6835 | nc 10.212.175.197 8000
echo 6836 | nc 10.212.175.197 8000
echo 6837 | nc 10.212.175.197 8000
echo 6838 | nc 10.212.175.197 8000
echo 6839 | nc 10.212.175.197 8000
echo 6840 | nc 10.212.175.197 8000
echo 6841 | nc 10.212.175.197 8000
echo 6842 | nc 10.212.175.197 8000
echo 6843 | nc 10.212.175.197 8000
echo 6844 | nc 10.212.175.197 8000
echo 6845 | nc 10.212.175.197 8000
echo 6846 | nc 10.212.175.197 8000
echo 6847 | nc 10.212.175.197 8000
echo 6848 | nc 10.212.175.197 8000
echo 6849 | nc 10.212.175.197 8000
echo 6850 | nc 10.212.175.197 8000
echo 6851 | nc 10.212.175.197 8000
echo 6852 | nc 10.212.175.197 8000
echo 6853 | nc 10.212.175.197 8000
echo 6854 | nc 10.212.175.197 8000
echo 6855 | nc 10.212.175.197 8000
echo 6856 | nc 10.212.175.197 8000
echo 6857 | nc 10.212.175.197 8000
echo 6858 | nc 10.212.175.197 8000
echo 6859 | nc 10.212.175.197 8000
echo 6860 | nc 10.212.175.197 8000
echo 6861 | nc 10.212.175.197 8000
echo 6862 | nc 10.212.175.197 8000
echo 6863 | nc 10.212.175.197 8000
echo 6864 | nc 10.212.175.197 8000
echo 6865 | nc 10.212.175.197 8000
echo 6866 | nc 10.212.175.197 8000
echo 6867 | nc 10.212.175.197 8000
echo 6868 | nc 10.212.175.197 8000
echo 6869 | nc 10.212.175.197 8000
echo 6870 | nc 10.212.175.197 8000
echo 6871 | nc 10.212.175.197 8000
echo 6872 | nc 10.212.175.197 8000
echo 6873 | nc 10.212.175.197 8000
echo 6874 | nc 10.212.175.197 8000
echo 6875 | nc 10.212.175.197 8000
echo 6876 | nc 10.212.175.197 8000
echo 6877 | nc 10.212.175.197 8000
echo 6878 | nc 10.212.175.197 8000
echo 6879 | nc 10.212.175.197 8000
echo 6880 | nc 10.212.175.197 8000
echo 6881 | nc 10.212.175.197 8000
echo 6882 | nc 10.212.175.197 8000
echo 6883 | nc 10.212.175.197 8000
echo 6884 | nc 10.212.175.197 8000
echo 6885 | nc 10.212.175.197 8000
echo 6886 | nc 10.212.175.197 8000
echo 6887 | nc 10.212.175.197 8000
echo 6888 | nc 10.212.175.197 8000
echo 6889 | nc 10.212.175.197 8000
echo 6890 | nc 10.212.175.197 8000
echo 6891 | nc 10.212.175.197 8000
echo 6892 | nc 10.212.175.197 8000
echo 6893 | nc 10.212.175.197 8000
echo 6894 | nc 10.212.175.197 8000
echo 6895 | nc 10.212.175.197 8000
echo 6896 | nc 10.212.175.197 8000
echo 6897 | nc 10.212.175.197 8000
echo 6898 | nc 10.212.175.197 8000
echo 6899 | nc 10.212.175.197 8000
echo 6900 | nc 10.212.175.197 8000
echo 6901 | nc 10.212.175.197 8000
echo 6902 | nc 10.212.175.197 8000
echo 6903 | nc 10.212.175.197 8000
echo 6904 | nc 10.212.175.197 8000
echo 6905 | nc 10.212.175.197 8000
echo 6906 | nc 10.212.175.197 8000
echo 6907 | nc 10.212.175.197 8000
echo 6908 | nc 10.212.175.197 8000
echo 6909 | nc 10.212.175.197 8000
echo 6910 | nc 10.212.175.197 8000
echo 6911 | nc 10.212.175.197 8000
echo 6912 | nc 10.212.175.197 8000
echo 6913 | nc 10.212.175.197 8000
echo 6914 | nc 10.212.175.197 8000
echo 6915 | nc 10.212.175.197 8000
echo 6916 | nc 10.212.175.197 8000
echo 6917 | nc 10.212.175.197 8000
echo 6918 | nc 10.212.175.197 8000
echo 6919 | nc 10.212.175.197 8000
echo 6920 | nc 10.212.175.197 8000
echo 6921 | nc 10.212.175.197 8000
echo 6922 | nc 10.212.175.197 8000
echo 6923 | nc 10.212.175.197 8000
echo 6924 | nc 10.212.175.197 8000
echo 6925 | nc 10.212.175.197 8000
echo 6926 | nc 10.212.175.197 8000
echo 6927 | nc 10.212.175.197 8000
echo 6928 | nc 10.212.175.197 8000
echo 6929 | nc 10.212.175.197 8000
echo 6930 | nc 10.212.175.197 8000
echo 6931 | nc 10.212.175.197 8000
echo 6932 | nc 10.212.175.197 8000
echo 6933 | nc 10.212.175.197 8000
echo 6934 | nc 10.212.175.197 8000
echo 6935 | nc 10.212.175.197 8000
echo 6936 | nc 10.212.175.197 8000
echo 6937 | nc 10.212.175.197 8000
echo 6938 | nc 10.212.175.197 8000
echo 6939 | nc 10.212.175.197 8000
echo 6940 | nc 10.212.175.197 8000
echo 6941 | nc 10.212.175.197 8000
echo 6942 | nc 10.212.175.197 8000
echo 6943 | nc 10.212.175.197 8000
echo 6944 | nc 10.212.175.197 8000
echo 6945 | nc 10.212.175.197 8000
echo 6946 | nc 10.212.175.197 8000
echo 6947 | nc 10.212.175.197 8000
echo 6948 | nc 10.212.175.197 8000
echo 6949 | nc 10.212.175.197 8000
